feature,token_id,V1,cluster,feature,predicted_value,word,sentence,pos_coarse,pos_fine,dependency,lemma,head,head_pos,head_lemma,head_dependency,entity_type,entity_label,is_alpha,is_stop,is_punct,shape,top_bottom
keyboard,178760,93498,0,keyboard,6.244583,type,"But Ralew argued that they could n't be from a meteorite of any type because of their bizarre , lustrous , emerald color .",NOUN,NN,pobj,type,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,top
keyboard,185899,69612,3,keyboard,5.3846555,sort,"And the deal does not , activists complain , mandate that police obtain proof of consent for a search , collect data on what sort of people are searched ( including by race and ethnicity ) , or explicitly inform people of their rights to refuse certain types of searches .",NOUN,NN,nsubjpass,sort,searched,VERB,search,pcomp,,O,TRUE,FALSE,FALSE,xxxx,top
keyboard,200507,85536,0,keyboard,5.9608927,type,"Data can be sorted by region or type of school , including public , private or , as defined by the Princeton Review , party school .",NOUN,NN,conj,type,region,NOUN,region,pobj,,O,TRUE,FALSE,FALSE,xxxx,top
keyboard,27111,17859,0,keyboard,-1.9097073,Detroit,"Over the past year , UDM has invested in updating and repurposing buildings on its three Detroit campuses .",PROPN,NNP,compound,Detroit,campuses,NOUN,campus,pobj,GPE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
keyboard,50671,503541,3,keyboard,-1.8727996,weeks,"School resource officers determined Granger had engaged in a sexual relationship with the girl in the last few weeks , Radus said .",NOUN,NNS,pobj,week,in,ADP,in,prep,DATE,I,TRUE,FALSE,FALSE,xxxx,bottom
keyboard,68273,1574430,0,keyboard,-2.2465174,year,The YTD spreadsheet now has the totals from the entire year .,NOUN,NN,pobj,year,from,ADP,from,prep,DATE,I,TRUE,FALSE,FALSE,xxxx,bottom
keyboard,83973,117384,2,keyboard,-1.9285618,knew,"That 's already more than we knew about monkeys , and we have n't watched a second of it yet .",VERB,VBD,advcl,know,more,ADJ,more,acomp,,O,TRUE,FALSE,FALSE,xxxx,bottom
keyboard,96144,61650,0,keyboard,-1.8501874,Park,"Address : 17853 Santiago Blvd. , Villa Park .",PROPN,NNP,appos,Park,Blvd,PROPN,Blvd,appos,GPE,I,TRUE,FALSE,FALSE,Xxxx,bottom
keyboard,116383,499560,4,keyboard,-1.810673,year,"Separately , Terra Tech is projecting revenue of $7 million this year , mostly from Edible Garden . """,NOUN,NN,npadvmod,year,projecting,VERB,project,ROOT,DATE,I,TRUE,FALSE,FALSE,xxxx,bottom
keyboard,119941,37764,1,keyboard,-1.9411955,tops,"As clouds gave way to sunshine and minutes bled into hours , the Sole Sisters , in their trademark tank tops with a breast cancer pin near their shoulders , walked the course in unison . """,NOUN,NNS,nsubj,top,walked,VERB,walk,ROOT,,O,TRUE,FALSE,FALSE,xxxx,bottom
keyboard,136954,5916,1,keyboard,-1.9212167,couple,"And in Massachusetts , Thomas Weber , the state commissioner of early education and care , said the state would keep the Community Action Head Start program , serving 350 children , going for the next couple of weeks by advancing state money from the group 's existing grant . """,NOUN,NN,pobj,couple,for,ADP,for,prep,DATE,I,TRUE,FALSE,FALSE,xxxx,bottom
keyboard,161849,53688,4,keyboard,-1.8053715,million,"Those capital funds , which do not require a match , will be the lead gift in a $30 million complete renovation of Alliance Theatre performance , education and public spaces .",NUM,CD,nummod,million,renovation,NOUN,renovation,pobj,MONEY,I,TRUE,FALSE,FALSE,xxxx,bottom
keyboard,173446,25821,0,keyboard,-2.3611786,Tuesday,""" I 've got a problem with people who break the law using firearms because it inevitably puts pressure on my rights , "" said Representative Rigell , a lifelong NRA member and gun owner , on Tuesday . """,PROPN,NNP,pobj,Tuesday,on,ADP,on,prep,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
kick,5397,1936,4,kick,5.717814,football,But I do n't see it ever superseding football .,NOUN,NN,dobj,football,superseding,VERB,supersede,ccomp,,O,TRUE,FALSE,FALSE,xxxx,top
kick,44153,49708,0,kick,5.495063,basketball,"<p> "" He has great ball skills and he goes after the ball almost like a basketball player , "" Green said . """,NOUN,NN,compound,basketball,player,NOUN,player,pobj,,O,TRUE,FALSE,FALSE,xxxx,top
kick,48016,25822,3,kick,5.8478565,football,We even code-named major roads alphabetically after universities with prominent football teams and started enforcing light and noise discipline after sunset .,NOUN,NN,compound,football,teams,NOUN,team,pobj,,O,TRUE,FALSE,FALSE,xxxx,top
kick,127010,17860,1,kick,5.65805,football,"A bio on the USF football website says Jackson is from Birmingham , Alabama .",NOUN,NN,compound,football,website,NOUN,website,pobj,,O,TRUE,FALSE,FALSE,xxxx,top
kick,127033,33784,1,kick,5.823737,football,"Police have arrested a 22-year-old University of South Florida football player , and close friend of Bucs quarterback Jameis Winston , on charges of sexual battery and false imprisonment hours after he allegedly assaulted a female student in her dorm room .",NOUN,NN,compound,football,player,NOUN,player,pobj,,O,TRUE,FALSE,FALSE,xxxx,top
kick,132531,41746,1,kick,5.9722424,football,NELL REDMOND <p> Charlotte and Old Dominion football players join hands in a show of unity in response to current events in Charlotte before Saturday 's Conference USA game in Charlotte .,NOUN,NN,compound,football,players,NOUN,player,nsubj,,O,TRUE,FALSE,FALSE,xxxx,top
kick,148913,65632,4,kick,5.6528177,football,"<p> "" I know it 's darn hard in football , "" said Marv Levy , coach of those Bills , in a telephone interview .",NOUN,NN,pobj,football,in,ADP,in,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kick,154794,29803,2,kick,6.6634045,football,But the loss of those two starters for good and several other players to lesser injuries could very well cost them the most important game of this and every Navy football season .,NOUN,NN,compound,football,season,NOUN,season,conj,,O,TRUE,FALSE,FALSE,xxxx,top
kick,182886,9898,2,kick,6.6551437,football,I thought we were watching football tonight .,NOUN,NN,dobj,football,watching,VERB,watch,ccomp,,O,TRUE,FALSE,FALSE,xxxx,top
kick,214202,37765,1,kick,7.0132833,baseball,"films like "" Moneyball , "" with its complicated story of statistics-driven baseball , and "" Cloud Atlas , "" with more interlocking stars and stories than many critics could follow , before the movies tumble into theaters around the world .",NOUN,NN,pobj,baseball,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kick,59190,17860,0,kick,-2.584738,block,"<p> Up to 20 men ran into the woods after deputies responded to a 911 call about chicken-fighting at a home in the 600 block of Geneva Drive in Rockwell on Saturday afternoon , the Rowan County Sheriff 's Office said Sunday .",NOUN,NN,pobj,block,in,ADP,in,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
kick,65121,101461,4,kick,-2.682148,stage,He upturned their microphone and scattered musicians off the stage as he ranted and raved about the sin they were committing by playing music .,NOUN,NN,pobj,stage,off,ADP,off,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
kick,82988,137290,1,kick,-2.6138995,matter,"Or 10-6 , for that matter , "" and get bounced from your job at 4-9 -- denied the opportunity to reach your usual 7-9 benchmark -- then you are the NFL reverse ( ex- ) coach of the year .",NOUN,NN,pobj,matter,for,ADP,for,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
kick,90384,61651,2,kick,-3.2467,black,Wil # I pulled in front of my house and cursed under my breath when I saw my brother Trent 's black Mercedes parked in the driveway .,ADJ,JJ,amod,black,Mercedes,NOUN,mercede,nsubj,,O,TRUE,FALSE,FALSE,xxxx,bottom
kick,93521,21841,1,kick,-2.7364142,glasses,"The figure comes with a customized handgun , a dart gun with Joker Toxin darts , Hypno glasses , chattering teeth filled with dynamite , handcuffs , and a collectible stand .",NOUN,NNS,conj,glass,darts,NOUN,dart,pobj,,O,TRUE,FALSE,FALSE,xxxx,bottom
kick,122204,1236046,0,kick,-2.9016669,her,Jackie taught Caroline ( on her pony Macaroni ) to ride .,PRON,PRP$,poss,her,Macaroni,PROPN,Macaroni,pobj,,O,TRUE,TRUE,FALSE,xxx,bottom
kick,155763,861832,3,kick,-2.6332545,up,"Picking up the rhetorical baton from some of his GOP rivals , the Democrats portrayed him a businessman of cold calculation , indifferent to the effects of his firm 's decisions and investments on ordinary workers .",ADP,RP,prt,up,Picking,VERB,pick,advcl,,O,TRUE,TRUE,FALSE,xx,bottom
kick,169602,57670,4,kick,-2.542035,count,"At last count , 33 of their family members had died of cancer . """,NOUN,NN,pobj,count,At,ADP,at,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
kick,172393,57670,1,kick,-2.5820343,al,"Decrease in moisture contents level in the germinating medium profoundly decreases moisture absorption , reduces the production of growth stimulators , increases the production of growth inhibitors that ultimately inhibit the germination of seeds ( Corbineau et al. , 1993 ) .",PROPN,NNP,appos,al,seeds,NOUN,seed,pobj,,O,TRUE,FALSE,FALSE,xx,bottom
kick,208003,49708,1,kick,-2.5170677,birds,"Courtesy of specially hinged cervical vertebrae , with underside protrusions called keels , the birds can snap their heads at tremendous speed , spearing small fish with their sharp beaks.",NOUN,NNS,nsubj,bird,snap,VERB,snap,ROOT,,O,TRUE,FALSE,FALSE,xxxx,bottom
kid,22495,117386,1,kid,9.846748,Park,Pup crawl Light-up leashes will light up the nighttime skyline July 26 as the Pittsburgh Pup Crawl takes dogs and people across the Roberto Clemente Bridge to PNC Park .,PROPN,NNP,pobj,Park,to,ADP,to,prep,FAC,I,TRUE,FALSE,FALSE,Xxxx,top
kid,36866,33785,0,kid,7.775621,Park,# Write to us at letters@ popsci.com or to Popular Science 2 Park Ave .,PROPN,NNP,compound,Park,Ave,PROPN,Ave,pobj,,O,TRUE,FALSE,FALSE,Xxxx,top
kid,38254,93500,1,kid,8.054446,Park,The shooting happened April 3 around 3 p.m. in River Street Park in Mount .,PROPN,NNP,pobj,Park,in,ADP,in,prep,LOC,I,TRUE,FALSE,FALSE,Xxxx,top
kid,42824,73595,1,kid,10.062975,Park,The article failed to mention that Denver has another Halprin gem : Babi Yar Park on Havana Street .,PROPN,NNP,appos,Park,article,NOUN,article,nsubj,,O,TRUE,FALSE,FALSE,Xxxx,top
kid,47833,49709,1,kid,7.6397767,Park,The Park Inspector would be there the day before Nana 's visit .,PROPN,NNP,compound,Park,Inspector,PROPN,Inspector,nsubj,FAC,I,TRUE,FALSE,FALSE,Xxxx,top
kid,85595,13880,3,kid,8.867675,park,"The men were arrested Saturday at a holiday park in the central Netherlands , where police also recovered iPhones and the van they believe was used in the theft .",NOUN,NN,pobj,park,at,ADP,at,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kid,92982,77576,1,kid,8.351957,Park,5555 Hermann Park Drive 713-639-4629 www.hmns.org # UTAH # Salt Lake City # NATURAL HISTORY MUSEUM OF UTAH,PROPN,NNP,compound,Park,Drive,PROPN,Drive,nmod,,O,TRUE,FALSE,FALSE,Xxxx,top
kid,158643,69614,0,kid,7.6689196,Park,"But in August 2006 , instead of showing up at the Department of Homeland Security for removal , she stepped up to the pulpit of Adalberto United Methodist Church in the Humboldt Park neighborhood , vowing to stay in the church indefinitely with her son .",PROPN,NNP,compound,Park,neighborhood,NOUN,neighborhood,pobj,LOC,I,TRUE,FALSE,FALSE,Xxxx,top
kid,188062,89519,1,kid,9.906151,Park,"Cypress Village - near the Great Park - represents the first time the Irvine Co. has created an entirely new Irvine village with apartments first , Lyster said .",PROPN,NNP,pobj,Park,near,ADP,near,prep,FAC,I,TRUE,FALSE,FALSE,Xxxx,top
kid,201768,81557,0,kid,10.39055,Park,"The uproar began building in the Windsor Park neighborhood in mid-March , when a flurry of notification postcards - required by state law - began arriving at homes within a three-block radius of Burkes Supervised Living Center , where the men are housed .",PROPN,NNP,compound,Park,neighborhood,NOUN,neighborhood,pobj,GPE,I,TRUE,FALSE,FALSE,Xxxx,top
kid,2689,423923,0,kid,-2.0401993,week,"( During the week of Feb. 16 , for instance , NBC drew 10.1 million viewers. )",NOUN,NN,pobj,week,During,ADP,during,prep,DATE,I,TRUE,FALSE,FALSE,xxxx,bottom
kid,9421,81557,3,kid,-1.9875201,phone,"I was on the phone with a client , not just any client , but Palmer Kincaid .",NOUN,NN,pobj,phone,on,ADP,on,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
kid,40687,145253,2,kid,-2.3211815,Thursday,"Highlights from the semi-finals of the Columbia Teen Idol competition at the Slayton House Theatre on Thursday , Oct. 5 .",PROPN,NNP,pobj,Thursday,on,ADP,on,prep,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
kid,74015,49709,1,kid,-1.896245,editor,"# Linda Villarosa , a former executive editor at ESSENCE who wrote her own coming out story in 1991 , runs the journalism program at City College in Harlem .",NOUN,NN,appos,editor,Villarosa,PROPN,Villarosa,nsubj,,O,TRUE,FALSE,FALSE,xxxx,bottom
kid,75051,57671,4,kid,-1.9293482,Sunday,"On Sunday , Nov. 5 , Daylight Saving Time officially ends .",PROPN,NNP,pobj,Sunday,On,ADP,on,prep,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
kid,103317,9899,4,kid,-2.0968127,phone,We only included profiles for which we could contact the profile owner to invite them to the interview by calling a phone number listed on either the university directory or Facebook profile .,NOUN,NN,compound,phone,number,NOUN,number,dobj,,O,TRUE,FALSE,FALSE,xxxx,bottom
kid,110538,13880,0,kid,-1.9518034,Tuesday,"Abby is the one our team looks for , but I was in the right place at the right time , "" Morgan told USA TODAY Sports on Tuesday , describing an emotional and restless 12 hours since the 4-3 victory .",PROPN,NNP,pobj,Tuesday,on,ADP,on,prep,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
kid,116928,352265,0,kid,-2.1358159,week,"Alcohol consumption ( units of alcohol consumed in the week prior to participation ) was positively associated with total testosterone and E2 , FAI , and free testosterone and negatively associated with SHGB .",NOUN,NN,pobj,week,in,ADP,in,prep,DATE,I,TRUE,FALSE,FALSE,xxxx,bottom
kid,156346,29804,3,kid,-2.174535,Thursday,"Eastern time Thursday , which meant an early wake-up call for the Huskies .",PROPN,NNP,npadvmod,Thursday,time,NOUN,time,ROOT,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
kid,206208,25823,0,kid,-2.1254857,business,Its addition of a business-card camera to its iOS app and its recent partnership with LinkedIn ( go.pcworld.com/ everlink ) suggest that the company is determined to restore some of the business card 's former glory and transform the way we use it .,NOUN,NN,compound,business,card,NOUN,card,poss,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidnap,13905,49710,1,kidnap,3.3552558,killing,A district judge has denied a request for a mental health bond from a Richardson man accused of killing his girlfriend and dumping her body in a remote wooded pasture earlier this year .,VERB,VBG,pcomp,kill,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kidnap,38120,41748,2,kidnap,3.8559747,murder,<h> Second teen arrested in Gaston County murder of Charlotte teen <p>,NOUN,NN,pobj,murder,in,ADP,in,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kidnap,38296,125349,2,kidnap,3.9955134,murder,"Eric Deon Combs , 17 , was arrested in connection to the murder of a 14-year-old girl from Charlotte .",NOUN,NN,pobj,murder,to,ADP,to,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kidnap,44340,61653,1,kidnap,3.3289695,profiling,"Trump said Arpaio , 85 , deserved a pardon because his contempt- of-court conviction for failing to stop racially profiling Latinos to determine their immigration status was politically motivated .",VERB,VBG,xcomp,profile,stop,VERB,stop,xcomp,,O,TRUE,FALSE,FALSE,xxxx,top
kidnap,61565,57672,3,kidnap,3.9876256,arrest,"The court denied prosecutors ' requests to arrest Chung while her mother , Park , and Samsung Group chief Jay Y. Lee were being held in detention .",VERB,VB,acl,arrest,requests,NOUN,request,dobj,,O,TRUE,FALSE,FALSE,xxxx,top
kidnap,107893,1938,2,kidnap,4.2031164,murder,"A longtime Rhode Island mobster who served only a day in jail after cooperating against fellow mobsters in an extortion plot , admitted Friday that he lied to investigators about the 1993 murder of a South Boston nightclub owner and other gangland slayings .",NOUN,NN,pobj,murder,about,ADP,about,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kidnap,107920,65634,1,kidnap,3.4287245,murder,"DeLuca has agreed to plead guilty to state charges in Rhode Island for conspiracy to murder Hanrahan , a mob enforcer who was shot to death in Providence , but has yet to be charged in that case .",VERB,VB,acl,murder,conspiracy,NOUN,conspiracy,pobj,,O,TRUE,FALSE,FALSE,xxxx,top
kidnap,113240,61653,2,kidnap,3.8155289,murder,"prosecutors announced Thursday that they were dropping charges and would not retry Ingmar Guandique , who was convicted in 2010 of the Washington intern 's 2001 murder .",NOUN,NN,pobj,murder,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kidnap,138664,81558,4,kidnap,3.4713068,murder,"The magazine called the revelation , which was not in the Malaysia government 's public report on the Flight 370 investigation , the strongest evidence yet that the pilot had "" made off with the plane in a premeditated act of mass murder-suicide . """,NOUN,NN,compound,murder,suicide,NOUN,suicide,pobj,,O,TRUE,FALSE,FALSE,xxxx,top
kidnap,212159,97482,3,kidnap,3.5488205,arrest,"Burns today urged the Egyptian military to avoid "" politically motivated "" arrests , but Morsi remains under house arrest and there have been persistent rumors in Cairo of plans to arrest other Brotherhood leaders .",NOUN,NN,pobj,arrest,under,ADP,under,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kidnap,18700,575202,1,kidnap,-2.111382,times,The Latest on a high pollution warning and no-burn order issued for the Phoenix area ( all times local ) : <p>,NOUN,NNS,npadvmod,time,local,ADJ,local,amod,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidnap,24016,17862,1,kidnap,-1.7854202,week,"Denver-based Frontier Airlines is adding nonstop flights from Charlotte to Islip , New York ; Austin , Texas ; and Providence , Rhode Island , the airline announced this week .",NOUN,NN,npadvmod,week,announced,VERB,announce,ROOT,DATE,I,TRUE,FALSE,FALSE,xxxx,bottom
kidnap,33690,113406,1,kidnap,-1.7600398,vehicle,"Curiously , my week of driving without gasoline - to be honest , my gas fast ended two days short of my goal - taught me that charging your electric vehicle on the road was actually a retailing adventure .",NOUN,NN,dobj,vehicle,charging,VERB,charge,csubj,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidnap,60182,29805,0,kidnap,-1.8960223,cup,lets you share the warmth and mix up sweet holiday moments with the perfect cup of hot cocoa .,NOUN,NN,pobj,cup,with,ADP,with,prep,,O,TRUE,FALSE,FALSE,xxx,bottom
kidnap,91153,13881,4,kidnap,-1.8859525,bought,"If I 'm still in the United States , most likely , I 'd be in the Catskills , having expanded the hunting cottage I just bought with my partner and our friends , Kera and Meredith , into something like a retirement compound .",VERB,VBD,relcl,buy,cottage,NOUN,cottage,dobj,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidnap,97737,41748,2,kidnap,-1.9429989,real,The Austin real estate broker gave the Ballet Austin Guild a welcome new look with the unstuffy Hot Cars &amp; All That Jazz party at the cool Getaway Motor Club in the Govalle area .,ADJ,JJ,amod,real,estate,NOUN,estate,compound,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidnap,156346,29805,3,kidnap,-1.8835131,Thursday,"Eastern time Thursday , which meant an early wake-up call for the Huskies .",PROPN,NNP,npadvmod,Thursday,time,NOUN,time,ROOT,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
kidnap,170430,13881,3,kidnap,-1.9022622,band,We loved his sensibility both in record making and as a guy in a live band .,NOUN,NN,pobj,band,in,ADP,in,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidnap,188828,65634,0,kidnap,-1.9070303,7,# Agree 87% # Disagree 7% # Other 6% # 4 .,NUM,CD,nummod,7,%,NOUN,%,compound,PERCENT,B,FALSE,FALSE,FALSE,d,bottom
kidnap,217829,21843,2,kidnap,-2.0366476,chicken,"it took her to consume half of Evelyn 's h a m sandwich and a chicken thigh from Boston Market , and relieve herself twice .",NOUN,NN,compound,chicken,thigh,NOUN,thigh,conj,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidney,5153,5920,4,kidney,0.17515638,chair,"Look how you 're folded up in your chair , he says .",NOUN,NN,pobj,chair,in,ADP,in,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kidney,33252,240799,1,kidney,0.16556591,week,"The House Judiciary Committee passed it overwhelmingly last week , and the House is expected to adopt them next week .",NOUN,NN,npadvmod,week,adopt,VERB,adopt,xcomp,DATE,I,TRUE,FALSE,FALSE,xxxx,top
kidney,33546,73597,3,kidney,0.16510269,Thursday,"There is still hubbub over Mr. Trump 's bodacious press conference on Thursday which went on for 78 minutes , generated authentic news and prompted mirth , squawks and amazement among attending journalists who vied with one another to pose a question .",PROPN,NNP,pobj,Thursday,on,ADP,on,prep,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
kidney,37516,41749,2,kidney,0.17267418,Thursday,"Governor of the Bank of England Mark Carney speaking during the Bank of England ' Independence 20 years on ' conference , which marks two decades of operational independence from the UK government , at Fishmongers Hall in London Thursday Sept. 28 , 2017 . .",PROPN,NNP,npadvmod,Thursday,Hall,PROPN,Hall,pobj,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
kidney,64890,165160,0,kidney,0.18753785,Thursday,<h> New OPS high school is focus of public meeting Thursday <p>,PROPN,NNP,npadvmod,Thursday,meeting,NOUN,meeting,pobj,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
kidney,118889,113407,0,kidney,0.18123144,Tuesday,"The yield on the benchmark 10-year Treasury note TMUBMUSD10Y , +0.23% for example , surged from 1.6% at the end of September to 2.40% in recent trade Tuesday -- a sizable move for government bonds as investors turned risk-giddy rather than risk-averse after the election .",PROPN,NNP,npadvmod,Tuesday,surged,VERB,surge,ROOT,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
kidney,122381,17863,4,kidney,0.19282554,chair,"But then her chair was empty - empty as an empty cradle , an empty bed , an empty heart .",NOUN,NN,nsubj,chair,was,AUX,be,ROOT,,O,TRUE,FALSE,FALSE,xxxx,top
kidney,124994,105445,2,kidney,0.18170327,Tuesday,He followed that with another 0-for-2 night Tuesday .,PROPN,NNP,npadvmod,Tuesday,night,NOUN,night,pobj,DATE,I,TRUE,FALSE,FALSE,Xxxxx,top
kidney,149915,53692,4,kidney,0.16582975,year,And then he was actually released from prison this year on very dodgy technical grounds and fled across the border to Quetta .,NOUN,NN,npadvmod,year,released,VERB,release,ROOT,DATE,I,TRUE,FALSE,FALSE,xxxx,top
kidney,170160,284590,4,kidney,0.1763806,week,"Never mind that there was n't a single shop near the hotel that carried it When the Hotel Zero Degrees , a relatively new boutique hotel , is sold out , about 15% of its guests are what are known as super-commuters , those who travel more than 90 miles to get to and from work twice a week .",NOUN,NN,npadvmod,week,get,VERB,get,advcl,,O,TRUE,FALSE,FALSE,xxxx,top
kidney,3197,304495,0,kidney,-0.15666743,police,"When vandals threw paint on a memorial for fallen Denver police officers , their actions and Chief Robert White 's reaction to them brought to a head long simmering discontent in the department .",NOUN,NN,compound,police,officers,NOUN,officer,pobj,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidney,12949,41749,4,kidney,-0.157114,Sunday,"# Sunday , July 13 : Cartoonist and inventor Steven M. Johnson , author of Public Therapy Buses , Information Specialty Bums , Solar Cook-A-Mats and Other Visions of the 21st Century , will share his "" secrets for coming up with numbingly dumb , humorous invention concepts . """,PROPN,NNP,npadvmod,Sunday,share,VERB,share,ROOT,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
kidney,59335,37768,4,kidney,-0.16648865,chickens,<h> Men accused of pitting chickens in fights to the death <p>,NOUN,NNS,pobj,chicken,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidney,79819,133312,0,kidney,-0.1680314,4,"The sun rises behind the Hawthorne Bridge on Saturday , March 4 , 2017 .",NUM,CD,nummod,4,March,PROPN,March,appos,DATE,I,FALSE,FALSE,FALSE,d,bottom
kidney,96144,61654,0,kidney,-0.18270507,Park,"Address : 17853 Santiago Blvd. , Villa Park .",PROPN,NNP,appos,Park,Blvd,PROPN,Blvd,appos,GPE,I,TRUE,FALSE,FALSE,Xxxx,bottom
kidney,114323,17863,2,kidney,-0.1693086,chicken,"Upon his return , Doyon would show Truesdale the photos and maybe make a meal of chicken and pasta .",NOUN,NN,pobj,chicken,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidney,119941,37768,1,kidney,-0.1613531,tops,"As clouds gave way to sunshine and minutes bled into hours , the Sole Sisters , in their trademark tank tops with a breast cancer pin near their shoulders , walked the course in unison . """,NOUN,NNS,nsubj,top,walked,VERB,walk,ROOT,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidney,143090,137293,3,kidney,-0.16950855,across,Palestinians and Israelis face restricted access to each other 's territory and have little trust in courts lying across the border .,ADP,IN,prep,across,lying,VERB,lie,acl,,O,TRUE,TRUE,FALSE,xxxx,bottom
kidney,208207,17863,3,kidney,-0.20483407,bird,"Anhingas go by many names : darter , devil bird , water turkey , and snakebird .",NOUN,NN,npadvmod,bird,darter,NOUN,darter,dep,,O,TRUE,FALSE,FALSE,xxxx,bottom
kidney,217829,21844,2,kidney,-0.23037559,chicken,"it took her to consume half of Evelyn 's h a m sandwich and a chicken thigh from Boston Market , and relieve herself twice .",NOUN,NN,compound,chicken,thigh,NOUN,thigh,conj,,O,TRUE,FALSE,FALSE,xxxx,bottom
kill,12444,169142,3,kill,27.95289,killed,A San Antonio police detective was killed in an ambush shooting Monday .,VERB,VBN,ROOT,kill,killed,VERB,kill,ROOT,,O,TRUE,FALSE,FALSE,xxxx,top
kill,13975,21845,1,kill,32.738472,murder,He was taken into custody on charges of drug possession and murder .,NOUN,NN,conj,murder,possession,NOUN,possession,pobj,,O,TRUE,FALSE,FALSE,xxxx,top
kill,14172,13883,1,kill,29.623646,murder,"Jason Lowe , 27 , is charged with murder in the death of Jessie Bardwell , 27 , who had moved to Texas just after Christmas to live with him .",NOUN,NN,pobj,murder,with,ADP,with,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kill,32535,9902,1,kill,27.301294,murder,"The jury returned the verdict Wednesday against 65-year-old Robin O'Neill on charges of aggravated murder in the deaths of 60-year-old Steven Lott and his son , 28-year-old Jamis Lott .",NOUN,NN,pobj,murder,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kill,32572,149237,1,kill,30.6404,killing,"<h> Vermont woman convicted of killing ex-boyfriend , his son <h> Share story <p> BRATTLEBORO , Vt .",VERB,VBG,pcomp,kill,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kill,38120,41750,2,kill,26.837156,murder,<h> Second teen arrested in Gaston County murder of Charlotte teen <p>,NOUN,NN,pobj,murder,in,ADP,in,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kill,38296,125351,2,kill,30.51164,murder,"Eric Deon Combs , 17 , was arrested in connection to the murder of a 14-year-old girl from Charlotte .",NOUN,NN,pobj,murder,to,ADP,to,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kill,107893,1940,2,kill,33.89484,murder,"A longtime Rhode Island mobster who served only a day in jail after cooperating against fellow mobsters in an extortion plot , admitted Friday that he lied to investigators about the 1993 murder of a South Boston nightclub owner and other gangland slayings .",NOUN,NN,pobj,murder,about,ADP,about,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kill,112933,77579,2,kill,34.791553,murder,"Enforcement officials say they fully intend to take custody of the man previously convicted of Chandra Levy 's murder for deportation proceedings , despite policies on the books in Washington , D.C. , that limit the city jail 's cooperation with federal immigration authorities .",NOUN,NN,pobj,murder,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,top
kill,214068,129332,1,kill,28.4655,murder,"defending Robert Duvall , as his estranged father , against a murder charge ; and "" Cake , "" which delivers a Jennifer Aniston who is physically scarred , in chronic pain and so determined to avoid the world that she wo n't even sit upright in a car .",NOUN,NN,compound,murder,charge,NOUN,charge,pobj,,O,TRUE,FALSE,FALSE,xxxx,top
kill,34168,197009,1,kill,-6.0653706,tops,Here is Clover wearing one of her Wet Seal going-out tops : <p>,NOUN,NNS,pobj,top,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
